Label,Parent Name,Atlas Name,Substitute,TA Name,Hierarchy,TA ID,Wikipedia Title
524,ventral nuclear group,right ventral posterolateral thalamic nucleus,,ventral posterolateral nucleus,ventral nuclei of thalamus;grey substance of thalamus;thalamus;diencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.08.656,Ventral posterolateral nucleus
525,ventral nuclear group,left ventral posterolateral thalamic nucleus,,ventral posterolateral nucleus,ventral nuclei of thalamus;grey substance of thalamus;thalamus;diencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.08.656,Ventral posterolateral nucleus
1000,left insula,left insula,,insula,cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.149,Insular cortex
1001,left temporal lobe,left superior temporal gyrus,,superior temporal gyrus,temporal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.138,Superior temporal gyrus
1002,left anterior cingulate gyrus,caudal part of left anterior cingulate gyrus,cingulate gyrus,cingulate gyrus,limbic lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.231,Cingulate cortex
1003,left middle frontal gyrus,posterior part of left middle frontal gyrus,,middle frontal gyrus,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.118,Middle frontal gyrus
1005,left occipital lobe,left cuneus,,cuneus,occipital lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.224,Cuneus
1006,left temporal lobe,left ambiens gyrus,-,,,,
1007,left temporal lobe,left fusiform gyrus,lateral occipitotemporal gyrus,lateral occipitotemporal gyrus,temporal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.227,Fusiform gyrus
1008,left inferior parietal lobule,left inferior parietal lobule,,inferior parietal lobule,parietal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.125,Inferior parietal lobule
1009,left temporal lobe,left inferior temporal gyrus,,inferior temporal gyrus,temporal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.148,Inferior temporal gyrus
1010,left cingulate gyrus,isthmus of left cingulate gyrus,,isthmus of cingulate gyrus,cingulate gyrus;limbic lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.232,Isthmus of cingulate gyrus
1011,left occipital lobe,left lateral occipital gyrus,-,,,,
1012,left frontal lobe,left lateral orbital gyrus,,orbital part,inferior frontal gyrus;frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.114,Orbital part of inferior frontal gyrus
1013,left occipital lobe,left lingual gyrus,,lingual gyrus,occipital lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.226,Lingual gyrus
1014,left frontal lobe,left straight gyrus,,straight gyrus,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.218,Straight gyrus
1015,left temporal lobe,left middle temporal gyrus,,middle temporal gyrus,temporal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.146,Middle temporal gyrus
1016,left limbic lobe,left parahippocampal gyrus,,parahippocampal gyrus,limbic lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.234,Parahippocampal gyrus
1017,left frontal lobe,left paracentral lobule,,paracentral lobule,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.209,Paracentral lobule
1018,left inferior frontal gyrus,opercular part of left inferior frontal gyrus,,opercular part,inferior frontal gyrus;frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.116,
1019,left inferior frontal gyrus,orbital part of left inferior frontal gyrus,,orbital part,inferior frontal gyrus;frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.114,Orbital part of inferior frontal gyrus
1020,left inferior frontal gyrus,triangular part of left inferior frontal gyrus,,triangular part,inferior frontal gyrus;frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.115,
1021,left occipital lobe,left visual cortex,-,,,,
1022,left parietal lobe,left postcentral gyrus,,postcentral gyrus,parietal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.128,Postcentral gyrus
1023,left cingulate gyrus,left posterior cingulate gyrus,,cingulate gyrus,limbic lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.231,Cingulate cortex
1024,left frontal lobe,left precentral gyrus,,precentral gyrus,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.119,
1025,left parietal lobe,left precuneus,,precuneus,parietal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.223,Precuneus
1026,left anterior cingulate gyrus,rostral part of left anterior cingulate gyrus,,cingulate gyrus,limbic lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.231,Cingulate cortex
1027,left middle frontal gyrus,anterior part of left middle frontal gyrus,,middle frontal gyrus,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.118,Middle frontal gyrus
1028,left frontal lobe,left superior frontal gyrus,,superior frontal gyrus,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.121,Superior frontal gyrus
1029,left parietal lobe,left superior parietal lobule,,superior parietal lobule,parietal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.130,Superior parietal lobule
1030,left temporal lobe,left superior temporal gyrus,,superior temporal gyrus,temporal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.138,Superior temporal gyrus
1031,left inferior parietal lobule,left supramarginal gyrus,,supramarginal gyrus,parietal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.131,Supramarginal gyrus
1032,left frontal lobe,left frontal pole,,frontal pole,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.111,Poles of cerebral hemispheres
1033,left temporal lobe,left temporal pole,,temporal pole,temporal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.137,Poles of cerebral hemispheres
1034,left temporal lobe,left transverse temporal gyrus,,anterior transverse temporal gyrus,transverse temporal gyri;temporal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.141,
1035,left insula,left limen insulae,,limen insulae,insula;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.155,Limen insulae
2000,right insula,right insula,,insula,cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.149,Insular cortex
2001,right temporal lobe,right superior temporal gyrus,,superior temporal gyrus,temporal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.138,Superior temporal gyrus
2002,right anterior cingulate gyrus,caudal part of right anterior cingulate gyrus,,cingulate gyrus,limbic lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.231,Cingulate cortex
2003,right middle frontal gyrus,posterior part of right middle frontal gyrus,,middle frontal gyrus,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.118,Middle frontal gyrus
2005,right occipital lobe,right cuneus,,cuneus,occipital lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.224,Cuneus
2006,right temporal lobe,right ambiens gyrus,-,,,,
2007,right temporal lobe,right fusiform gyrus,lateral occipitotemporal gyrus,lateral occipitotemporal gyrus,temporal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.227,Fusiform gyrus
2008,right inferior parietal lobule,right inferior parietal lobule,,inferior parietal lobule,parietal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.125,Inferior parietal lobule
2009,right temporal lobe,right inferior temporal gyrus,,inferior temporal gyrus,temporal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.148,Inferior temporal gyrus
2010,right cingulate gyrus,isthmus of right cingulate gyrus,,isthmus of cingulate gyrus,cingulate gyrus;limbic lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.232,Isthmus of cingulate gyrus
2011,right occipital lobe,right lateral occipital gyrus,-,,,,
2012,right frontal lobe,right lateral orbital gyrus,,orbital part,inferior frontal gyrus;frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.114,Orbital part of inferior frontal gyrus
2013,right occipital lobe,right lingual gyrus,,lingual gyrus,occipital lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.226,Lingual gyrus
2014,right frontal lobe,right straight gyrus,,straight gyrus,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.218,Straight gyrus
2015,right temporal lobe,right middle temporal gyrus,,middle temporal gyrus,temporal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.146,Middle temporal gyrus
2016,right limbic lobe,right parahippocampal gyrus,,parahippocampal gyrus,limbic lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.234,Parahippocampal gyrus
2017,right frontal lobe,right paracentral lobule,,paracentral lobule,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.209,Paracentral lobule
2018,right inferior frontal gyrus,opercular part of right inferior frontal gyrus,,opercular part,inferior frontal gyrus;frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.116,
2019,right inferior frontal gyrus,orbital part of right inferior frontal gyrus,,orbital part,inferior frontal gyrus;frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.114,Orbital part of inferior frontal gyrus
2020,right inferior frontal gyrus,triangular part of right inferior frontal gyrus,,triangular part,inferior frontal gyrus;frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.115,
2021,right occipital lobe,right visual cortex,-,,,,
2022,right parietal lobe,right postcentral gyrus,,postcentral gyrus,parietal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.128,Postcentral gyrus
2023,right cingulate gyrus,right posterior cingulate gyrus,,cingulate gyrus,limbic lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.231,Cingulate cortex
2024,right frontal lobe,right precentral gyrus,,precentral gyrus,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.119,
2025,right parietal lobe,right precuneus,,precuneus,parietal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.223,Precuneus
2026,right anterior cingulate gyrus,rostral part of right anterior cingulate gyrus,,cingulate gyrus,limbic lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.231,Cingulate cortex
2027,right middle frontal gyrus,anterior part of right middle frontal gyrus,,middle frontal gyrus,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.118,Middle frontal gyrus
2028,right frontal lobe,right superior frontal gyrus,,superior frontal gyrus,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.121,Superior frontal gyrus
2029,right parietal lobe,right superior parietal lobule,,superior parietal lobule,parietal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.130,Superior parietal lobule
2030,right temporal lobe,right superior temporal gyrus,,superior temporal gyrus,temporal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.138,Superior temporal gyrus
2031,right inferior parietal lobule,right supramarginal gyrus,,supramarginal gyrus,parietal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.131,Supramarginal gyrus
2032,right frontal lobe,right frontal pole,,frontal pole,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.111,Poles of cerebral hemispheres
2033,right temporal lobe,right temporal pole,,temporal pole,temporal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.137,Poles of cerebral hemispheres
2034,right temporal lobe,right transverse temporal gyrus,,anterior transverse temporal gyrus,transverse temporal gyri;temporal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.141,
2035,right insula,right limen insulae,,limen insulae,insula;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.155,Limen insulae
3000,right cerebral hemisphere,right claustrum,,claustrum,basal forebrain;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.421,Claustrum
3001,left temporal lobe,left claustrum,,claustrum,basal forebrain;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.421,Claustrum
3002,hypothalamus,right mammillary body,,mammillary body,hypothalamus;diencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.08.402,Mammillary body
3003,hypothalamus,left mammillary body,,mammillary body,hypothalamus;diencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.08.402,Mammillary body
3004,telencephalon,corpus callosum,,corpus callosum,commissural fibres of telencephalon;white substance of telencephalon;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.241,Corpus callosum
3005,subcortex of right cerebral hemisphere,right fornix of forebrain,fornix brain,fornix,white substance of hypothalamus;metathalamus;diencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.08.949,Fornix (neuroanatomy)
3007,subcortex of left cerebral hemisphere,left fornix of forebrain,fornix brain,fornix,white substance of hypothalamus;metathalamus;diencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.08.949,Fornix (neuroanatomy)
3008,neurohypophysis,infundibulum of neurohypophysis,,infundibulum,neurohypophysis;pituitary gland;endocrine glands,A11.1.00.007,Pituitary stalk
3011,neurohypophysis,adenohypophysis,,adenohypophysis,pituitary gland;endocrine glands,A11.1.00.002,Anterior pituitary
3012,neurohypophysis,neurohypophysis,,neurohypophysis,pituitary gland;endocrine glands,A11.1.00.006,Posterior pituitary
3020,right side of midbrain,right superior colliculus,,superior colliculus,tectal plate;tectum of midbrain;mesencephalon;brain;central nervous system;nervous system,A14.1.06.015,Superior colliculus
3021,left side of midbrain,left superior colliculus,,superior colliculus,tectal plate;tectum of midbrain;mesencephalon;brain;central nervous system;nervous system,A14.1.06.015,Superior colliculus
3022,right side of midbrain,right inferior colliculus,,inferior colliculus,tectal plate;tectum of midbrain;mesencephalon;brain;central nervous system;nervous system,A14.1.06.014,Inferior colliculus
3023,left side of midbrain,left inferior colliculus,,inferior colliculus,tectal plate;tectum of midbrain;mesencephalon;brain;central nervous system;nervous system,A14.1.06.014,Inferior colliculus
3023,left side of midbrain,left inferior colliculus,,inferior colliculus,tectal plate;tectum of midbrain;mesencephalon;brain;central nervous system;nervous system,A14.1.06.014,Inferior colliculus
3030,right side of midbrain,brachia of right superior colliculus,-,superior colliculus,tectal plate;tectum of midbrain;mesencephalon;brain;central nervous system;nervous system,A14.1.06.015,Superior colliculus
3031,left side of midbrain,brachia of left superior colliculus,-,superior colliculus,tectal plate;tectum of midbrain;mesencephalon;brain;central nervous system;nervous system,A14.1.06.014,Inferior colliculus
3032,right side of midbrain,brachia of right inferior colliculus,-,inferior colliculus,tectal plate;tectum of midbrain;mesencephalon;brain;central nervous system;nervous system,A14.1.06.014,Inferior colliculus
3033,left side of midbrain,brachia of left inferior colliculus,-,inferior colliculus,tectal plate;tectum of midbrain;mesencephalon;brain;central nervous system;nervous system,A04.1.04.005,Temporal muscle
4001,Muscles of Mastication,left temporalis,,temporalis,masticatory muscles;muscles of head;muscles,A04.1.04.005,Temporal muscle
4002,Muscles of Mastication,right temporalis,,temporalis,masticatory muscles;muscles of head;muscles,A04.1.04.005,Temporal muscle
4003,Muscles of Mastication,left masseter,,masseter,masticatory muscles;muscles of head;muscles,A04.1.04.002,Masseter muscle
4004,Muscles of Mastication,right masseter,,masseter,masticatory muscles;muscles of head;muscles,A04.1.04.002,Masseter muscle
4005,Muscles of Mastication,left lateral pterygoid,,lateral pterygoid,masticatory muscles;muscles of head;muscles,A04.1.04.006,Lateral pterygoid muscle
4006,Muscles of Mastication,right lateral pterygoid,,lateral pterygoid,masticatory muscles;muscles of head;muscles,A04.1.04.006,Lateral pterygoid muscle
4007,Muscles of Mastication,left medial pterygoid,,medial pterygoid,masticatory muscles;muscles of head;muscles,A04.1.04.009,Medial pterygoid muscle
4008,Muscles of Mastication,right medial pterygoid,,medial pterygoid,masticatory muscles;muscles of head;muscles,A04.1.04.009,Medial pterygoid muscle
4011,Extraocular Muscles,left medial rectus,,medial rectus,extra-ocular muscles;muscles of head;muscles,A15.2.07.012,Medial rectus muscle
4012,Extraocular Muscles,right medial rectus,,medial rectus,extra-ocular muscles;muscles of head;muscles,A15.2.07.012,Medial rectus muscle
4013,Extraocular Muscles,left superior rectus,,superior rectus,extra-ocular muscles;muscles of head;muscles,A15.2.07.010,Superior rectus muscle
4014,Extraocular Muscles,right superior rectus,,superior rectus,extra-ocular muscles;muscles of head;muscles,A15.2.07.010,Superior rectus muscle
4015,Extraocular Muscles,left superior oblique,,superior oblique,extra-ocular muscles;muscles of head;muscles,A15.2.07.016,Superior oblique muscle
4016,Extraocular Muscles,right superior oblique,,superior oblique,extra-ocular muscles;muscles of head;muscles,A15.2.07.016,Superior oblique muscle
4017,Extraocular Muscles,left inferior rectus,,inferior rectus,extra-ocular muscles;muscles of head;muscles,A15.2.07.011,Inferior rectus muscle
4018,Extraocular Muscles,right inferior rectus,,inferior rectus,extra-ocular muscles;muscles of head;muscles,A15.2.07.011,Inferior rectus muscle
4019,Extraocular Muscles,left lateral rectus,,lateral rectus,extra-ocular muscles;muscles of head;muscles,A15.2.07.013,Lateral rectus muscle
4020,Extraocular Muscles,right lateral rectus,,lateral rectus,extra-ocular muscles;muscles of head;muscles,A15.2.07.013,Lateral rectus muscle
4021,Extraocular Muscles,left levator palpebrae superioris,,levator palpebrae superioris,extra-ocular muscles;muscles of head;muscles,A15.2.07.020,Levator palpebrae superioris muscle
4022,Extraocular Muscles,right levator palpebrae superioris,,levator palpebrae superioris,extra-ocular muscles;muscles of head;muscles,A15.2.07.020,Levator palpebrae superioris muscle
4027,Eyeballs,left eyeball,,eyeball,eye;sense organs,A15.2.01.001,
4028,Eyeballs,right eyeball,,eyeball,eye;sense organs,A15.2.01.001,
4030,Muscles of Soft Palate,uvula,,uvula,soft palate;fauces;alimentary system,A05.2.01.004,Palatine uvula
4031,Muscles of Soft Palate,left tensor veli palatini,,tensor veli palatini,muscles of soft palate and fauces;muscles of head;muscles,A05.2.01.103,Tensor veli palatini muscle
4032,Muscles of Soft Palate,right tensor veli palatini,,tensor veli palatini,muscles of soft palate and fauces;muscles of head;muscles,A05.2.01.103,Tensor veli palatini muscle
4033,Muscles of Soft Palate,left palatoglossus,,palatoglossus,muscles of soft palate and fauces;muscles of head;muscles,A05.1.04.110,Palatoglossus muscle
4034,Muscles of Soft Palate,right palatoglossus,,palatoglossus,muscles of soft palate and fauces;muscles of head;muscles,A05.1.04.110,Palatoglossus muscle
4035,Muscles of Soft Palate,left levator veli palatini,,levator veli palatini,muscles of soft palate and fauces;muscles of head;muscles,A05.2.01.102,Levator veli palatini
4036,Muscles of Soft Palate,right levator veli palatini,,levator veli palatini,muscles of soft palate and fauces;muscles of head;muscles,A05.2.01.102,Levator veli palatini
4037,Muscles of Soft Palate,left palatopharyngeus,,palatopharyngeus,muscles of soft palate and fauces;muscles of head;muscles,A05.2.01.105,Palatopharyngeus muscle
4038,Muscles of Soft Palate,right palatopharyngeus,,palatopharyngeus,muscles of soft palate and fauces;muscles of head;muscles,A05.2.01.105,Palatopharyngeus muscle
4041,Muscles of the Face,left zygomaticus major,,zygomaticus major,facial muscles;muscles of head;muscles,A04.1.03.029,Zygomaticus major muscle
4042,Muscles of the Face,right zygomaticus major,,zygomaticus major,facial muscles;muscles of head;muscles,A04.1.03.029,Zygomaticus major muscle
4043,Muscles of the Face,left nasalis,,nasalis,facial muscles;muscles of head;muscles,A04.1.03.009,Nasalis muscle
4044,Muscles of the Face,right nasalis,,nasalis,facial muscles;muscles of head;muscles,A04.1.03.009,Nasalis muscle
4045,Muscles of the Face,left levator labii superioris,,levator labii superioris,facial muscles;muscles of head;muscles,A04.1.03.031,Levator labii superioris
4046,Muscles of the Face,right levator labii superioris,,levator labii superioris,facial muscles;muscles of head;muscles,A04.1.03.031,Levator labii superioris
4047,Muscles of the Face,left buccinator,,buccinator,facial muscles;muscles of head;muscles,A04.1.03.036,Buccinator muscle
4048,Muscles of the Face,right buccinator,,buccinator,facial muscles;muscles of head;muscles,A04.1.03.036,Buccinator muscle
4050,Muscles of the Tongue,tongue,,tongue,mouth;alimentary system,A05.1.04.001,Tongue
4051,Muscles of the Tongue,left hyoglossus,,hyoglossus,muscles of tongue;muscles of head;muscles,A05.1.04.102,Hyoglossus
4052,Muscles of the Tongue,right hyoglossus,,hyoglossus,muscles of tongue;muscles of head;muscles,A05.1.04.102,Hyoglossus
4060,Muscles of Pharynx,middle constrictor,,middle constrictor,pharynx;alimentary system,A05.3.01.108,Middle pharyngeal constrictor muscle
4061,Muscles of Pharynx,left stylopharyngeus,,stylopharyngeus,pharynx;alimentary system,A05.3.01.114,Stylopharyngeus muscle
4062,Muscles of Pharynx,right stylopharyngeus,,stylopharyngeus,pharynx;alimentary system,A05.3.01.114,Stylopharyngeus muscle
4071,Muscles of the Neck,left rectus capitis posterior minor,,rectus capitis posterior minor,suboccipital muscles;muscles of neck;muscles,A04.2.02.005,Rectus capitis posterior minor muscle
4072,Muscles of the Neck,right rectus capitis posterior minor,,rectus capitis posterior minor,suboccipital muscles;muscles of neck;muscles,A04.2.02.005,Rectus capitis posterior minor muscle
4073,Muscles of the Neck,left longissimus capitis,,longissimus capitis,longissimus;erector spinae;rhomboid minor;muscles of back;muscles,A04.3.02.014,
4074,Muscles of the Neck,right longissimus capitis,,longissimus capitis,longissimus;erector spinae;rhomboid minor;muscles of back;muscles,A04.3.02.014,
4075,Muscles of the Neck,left semispinalis capitis,,semispinalis capitis,semispinalis;transversospinales;muscles of back proper;muscles of back;muscles,A04.3.02.209,
4076,Muscles of the Neck,right semispinalis capitis,,semispinalis capitis,semispinalis;transversospinales;muscles of back proper;muscles of back;muscles,A04.3.02.209,
4077,Muscles of the Neck,left longus colli,,longus colli,muscles of neck;muscles,A04.2.01.002,Longus colli muscle
4078,Muscles of the Neck,right longus colli,,longus colli,muscles of neck;muscles,A04.2.01.002,Longus colli muscle
4079,Muscles of the Neck,left superior oblique capitis,,obliquus capitis superior,suboccipital muscles;muscles of neck;muscles,A04.2.02.006,Obliquus capitis superior muscle
4080,Muscles of the Neck,right superior oblique capitis,,obliquus capitis superior,suboccipital muscles;muscles of neck;muscles,A04.2.02.006,Obliquus capitis superior muscle
4081,Muscles of the Neck,left stylohyoid,,stylohyoid,suprahyoid muscles;muscles of neck;muscles,A04.2.03.005,Stylohyoid muscle
4082,Muscles of the Neck,right stylohyoid,,stylohyoid,suprahyoid muscles;muscles of neck;muscles,A04.2.03.005,Stylohyoid muscle
4083,Muscles of the Neck,left anterior rectus capitis,,rectus capitis anterior,suboccipital muscles;muscles of neck;muscles,A04.2.02.002,Rectus capitis anterior muscle
4084,Muscles of the Neck,right anterior rectus capitis,,rectus capitis anterior,suboccipital muscles;muscles of neck;muscles,A04.2.02.002,Rectus capitis anterior muscle
4085,Muscles of the Neck,left trapezius,,trapezius,muscles of back;muscles,A04.3.01.001,Trapezius muscle
4086,Muscles of the Neck,right trapezius,,trapezius,muscles of back;muscles,A04.3.01.001,Trapezius muscle
4087,Muscles of the Neck,left longus capitis,,longus capitis,muscles of neck;muscles,A04.2.01.003,Longus capitis muscle
4088,Muscles of the Neck,right longus capitis,,longus capitis,muscles of neck;muscles,A04.2.01.003,Longus capitis muscle
4089,Muscles of the Neck,left sternocleidomastoid,,sternocleidomastoid,muscles of neck;muscles,A04.2.01.008,Sternocleidomastoid muscle
4090,Muscles of the Neck,right sternocleidomastoid,,sternocleidomastoid,muscles of neck;muscles,A04.2.01.008,Sternocleidomastoid muscle
4091,Muscles of the Neck,left middle scalenus,,scalenus medius,muscles of neck;muscles,A04.2.01.005,
4092,Muscles of the Neck,right middle scalenus,,scalenus medius,muscles of neck;muscles,A04.2.01.005,
4093,Muscles of the Neck,left digastric,,digastric,suprahyoid muscles;muscles of neck;muscles,A04.2.03.002,Digastric muscle
4094,Muscles of the Neck,right digastric,,digastric,suprahyoid muscles;muscles of neck;muscles,A04.2.03.002,Digastric muscle
4095,Muscles of the Neck,left splenius capitis,,splenius capitis,spinotransversales;muscles of back proper;muscles of back;muscles,A04.3.02.103,Splenius capitis muscle
4096,Muscles of the Neck,right splenius capitis,,splenius capitis,spinotransversales;muscles of back proper;muscles of back;muscles,A04.3.02.103,Splenius capitis muscle
4097,Muscles of the Neck,left inferior oblique capitis,,obliquus capitis inferior,suboccipital muscles;muscles of neck;muscles,A04.2.02.007,Obliquus capitis inferior muscle
4098,Muscles of the Neck,right inferior oblique capitis,,obliquus capitis inferior,suboccipital muscles;muscles of neck;muscles,A04.2.02.007,Obliquus capitis inferior muscle
4099,Muscles of the Neck,left rectus capitis posterior major,,rectus capitis posterior major,suboccipital muscles;muscles of neck;muscles,A04.2.02.004,Rectus capitis posterior major muscle
4100,Muscles of the Neck,right rectus capitis posterior major,,rectus capitis posterior major,suboccipital muscles;muscles of neck;muscles,A04.2.02.004,Rectus capitis posterior major muscle
5001,left occipital lobe,left calcarine sulcus,,calcarine sulcus,occipital lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.225,Calcarine sulcus
5002,right occipital lobe,right calcarine sulcus,,calcarine sulcus,occipital lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.225,Calcarine sulcus
5003,left frontal lobe,left central sulcus,,central sulcus,interlobar sulci;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.103,Central sulcus
5004,right frontal lobe,right central sulcus,,central sulcus,interlobar sulci;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.103,Central sulcus
5005,left limbic lobe,left cingulate sulcus,,cingulate sulcus,interlobar sulci;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.203,Cingulate sulcus
5006,right limbic lobe,right cingulate sulcus,,cingulate sulcus,interlobar sulci;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.203,Cingulate sulcus
5007,left temporal lobe,left collateral sulcus,,collateral sulcus,interlobar sulci;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.206,Collateral fissure
